suppcode,partnumber,partname,stdpack,kategori,lokasi,stdpack_supp,input_user,input_date,imincl
"10775","B5A-2305-11","INST.MANUAL","999999","","","40","pdmbl-si","2018-11-28","  "
"10698","B5A-2485-02","INST.MANUAL","40","","FB-E1-123","40","ptcps01","2018-02-26","1 "
"10698","B5A-2504-30","INST.MANUAL","40","","FB-R1-214","40","","2021-07-07","1 "
"10775","B5A-2509-30","INST.MANUAL","40","","FB-E2-174","40","pdmbl-si","2019-11-30","1 "
"11786","B5A-2591-00","INST.MANUAL","40","","FB-R2-039","40","cinmkt01","2018-08-10","1 "
"11786","B5A-2608-04","INST.MANUAL","999999","","FB-E2-019","40","cinmkt01","2019-01-02","1 "
"10775","B5A-2616-11","INST.MANUAL","40","","FB-E2-108","40","pdmbl-si","2019-05-04","  "
"10775","B5A-2616-21","INST.MANUAL","999999","","FB-E2-157","999999","Administrator","2019-08-14","1 "
"10698","B5A-2843-20","INST.MANUAL","40","","FB-E1-155","40","ptcps01","2019-05-16","1 "
"10698","B5A-2887-03","INST.MANUAL","40","","FB-E1-026","40","ptcps01","2019-03-20","1 "
"10775","B5A-2890-07","INST.MANUAL","999999","","FB-E2-169","40","pdmbl-si","2019-10-07","1 "
"10698","B5A-2905-00","INST.MANUAL","40","","FB-R1-114","40","ptcps01","2018-11-01","1 "
"10775","B5A-3220-22","INST.MANUAL","40","","BP2-116","10","","2021-10-30","1 "
"10775","B5A-3220-50","INST.MANUAL","999999","","BP2-120","20","","2025-04-22","  "
"10775","B5A-3490-10","INST.MANUAL","999999","","","200","","2023-07-01","  "
"10775","B5A-3879-00","INST.MANUAL","999999","","FB-R2-270","40","","2022-05-14","1 "
"10775","B5A-4007-00","INST.MANUAL","40","","KIT","40","","2022-04-26","1 "
"10733","A1A-0187-00-TS","CHASS.CALK.ASSY","999999","","","999999","Administrator","2021-06-23","1 "
"10703","A2B-0211-20","DRESSING PLATE","999999","","JS1-066","999999","Administrator","2022-01-19","1 "
"11855","A2C-0049-01","SUB PANEL","20","","FB-M1-020","160","marketingtechno","2017-11-03","1 "
"11855","A2C-0113-06","SUB PANEL","80","","","80","","2024-01-05","  "
"11855","A2C-0114-01","SUB PANEL ASSY","40","","FB-CM","40","","2022-04-01","1 "
"11855","A2C-0116-02-TS","SUB PANEL ASSY","999999","","KIT","60","","2023-06-15","1 "
"10733","A4G-0144-00","REAR COVER","40","","FB-KL-71","40","","2023-08-22","  "
"12607","A4J-0041-07","SIDE PLATE","40","","DM2-042","80","","2023-12-27","1 "
"10776","A4J-0056-01","SIDE PLATE","40","","CM1-151","40","","2020-08-27","1 "
"10733","A8A-0027-0Q","REAR PANEL","216","","IE1-066","999999","Administrator","2023-05-17","1 "
"10733","A8A-0028-0Q","REAR PANEL","50","","KIT","50","pthtp","2018-12-15","  "
"10733","A8A-0042-0F","REAR PANEL","240","","PB-M-009","240","pthtp","2017-07-11","1 "
"10733","A8A-0042-0X","REAR PANEL","240","","PB-Q-106","240","pthtp","2018-09-05","1 "
"10733","A8A-0048-0H","REAR PANEL","40","","FB-B-211","999999","Administrator","2017-09-11","  "
"10733","A8A-0048-0J","REAR PANEL","40","","FB-B-214","100","pthtp","2018-03-05","  "
"10733","A8A-0048-1G","REAR PANEL","100","","FB-F-043","100","pthtp","2018-03-02","1 "
"10733","A8A-0057-0S-TS","REAR PANEL","999999","","P1-PP","999999","Administrator","2024-03-26","  "
"10733","A8A-0057-12-TS","REAR PANEL","999999","","","999999","Administrator","2019-05-01","1 "
"10733","A8A-0063-00","REAR PANEL","216","","PB-Q-030","240","pthtp","2018-03-26","1 "
"10733","A8A-0063-02-TS","REAR PANEL","999999","","","999999","Administrator","2018-03-08","  "
"10733","A8A-0112-02-TS","REAR PANEL","999999","","","999999","Administrator","2024-01-29","1 "
"10703","B1B-0080-00","REF.SHEET      ","999999","","","999999","ManualProcedure","2016-06-03","  "
"11855","B1B-0091-00","LENS","20","","FB-L2-025","400","","2021-03-15","1 "
"10703","B1B-0206-01","REF.SHEET","500","","JS1-038","999999","Administrator","2019-12-31","1 "
"10620","B1B-0212-00-TS","REF SHEET","999999","","","1000","flexi2009","2020-02-24","  "
"11855","B1K-0049-01","LIGHTING BOARD ","50","","KIT","2000","marketingtechno","2018-03-14","1 "
"11855","B1K-0071-03","LIGHTING BOARD","50","","KIT","999999","Administrator","2018-07-31","1 "
"10620","B4A-0146-00","NAME PLATE     ","999999","","PR-PRINT","1000","flexi2009","2020-02-24","1 "
"10620","B4A-0278-00","NAME PLATE     ","999999","","","1000","ManualProcedure","2016-06-03","1 "
"10698","B4G-0007-10","WARRANTY CARD  ","40","","Y-93      ","40","ManualProcedure","2016-06-03","1 "
"10620","B4G-0208-00","ID CARD","999999","","JS1-120","1000","","2022-06-28","1 "
"10775","B5A-0110-00","INST.MANUAL    ","40","","W-183     ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0137-10","INST.MANUAL    ","40","","W-013     ","40","ManualProcedure","2016-06-03","1 "
"11786","B5A-0139-01","INST.MANUAL    ","40","","FB-R2-105","40","cinmkt01","2017-05-19","1 "
"11786","B5A-0141-10","INST.MANUAL    ","40","","V-009     ","40","cinmkt01","2018-09-06","1 "
"11786","B5A-0142-00","INST.MANUAL    ","500","","V-26      ","500","ManualProcedure","2016-06-03","1 "
"10698","B5A-0198-00","INST.MANUAL    ","40","","Y-58      ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0227-10","INST.MANUAL    ","40","","W-032     ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0236-00","INST.MANUAL    ","40","","W-63      ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0432-00","INST.MANUAL    ","20","","FB-R2-041","20","ManualProcedure","2016-06-03","1 "
"10698","B5A-0721-00","I.MANUAL ASSY  ","500","","X-140     ","500","ManualProcedure","2016-06-03","1 "
"10698","B5A-0860-07","INST.MANUAL    ","40","","XM-149    ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0862-03","INST.MANUAL    ","40","","WM-164","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-1050-01","INST.MANUAL    ","999999","","X-345     ","40","ManualProcedure","2016-06-03","  "
"10698","B5A-1050-15","INST.MANUAL","40","","XK-127","40","ptcps01","2016-06-06","1 "
"10698","B5A-1330-02","INST.MANUAL","40","","FB-R1-075","40","ptcps01","2016-08-31","1 "
"10698","B5A-1331-00","INST.MANUAL","40","","XK-041","40","ptcps01","2016-09-02","1 "
"10698","B5A-1596-16","INST.MANUAL","40","","XM-193","40","ptcps01","2016-12-30","1 "
"10698","B5A-1840-00","I.MANUAL ASSY","40","","FB-R1-126","500","ptcps01","2016-09-22","1 "
"10698","B5A-2145-32","INST.MANUAL","40","","FB-E1-068","40","ptcps01","2019-02-26","  "
"10698","B5A-2149-06","INST.MANUAL","40","","FB-XM-253","40","ptcps01","2017-07-05","1 "
"10698","B5A-2300-01","INST.MANUAL","40","","FB-XM-347","40","ptcps01","2018-01-22","  "
"10698","B5A-2304-04","INST.MANUAL","40","","FB-XM-340","40","ptcps01","2018-01-23","  "
"10698","B5A-2410-00","I.MANUAL ASSY","40","","FB-E1-103","200","ptcps01","2019-10-29","1 "
"10698","B5A-2437-10","INST.MANUAL","40","","FB-XK-248","40","ptcps01","2018-09-13","  "
"10698","B5A-2487-00","INST.MANUAL","40","","FB-XM-398","40","ptcps01","2018-02-26","1 "
"10698","B5A-2612-13","INST.MANUAL","40","","FB-E1-173","40","ptcps01","2019-12-03","1 "
"10775","B5A-2616-05","INST.MANUAL","999999","","","40","pdmbl-si","2018-11-07","  "
"10775","B5A-2651-00","INST.MANUAL","40","","FB-R2-086","40","pdmbl-si","2018-08-30","1 "
"10698","B5A-2851-02","INST.MANUAL","999999","","FB-E1-057","40","ptcps01","2019-03-16","1 "
"10775","B5A-2889-22","INST.MANUAL","40","","C2-FB07","40","","2023-12-27","1 "
"10775","B5A-2893-00","INST.MANUAL","40","","FB-E2-057","40","pdmbl-si","2019-03-02","1 "
"10698","B5A-2972-02","INST.MANUAL","40","","FB-XM-442","40","ptcps01","2018-10-13","1 "
"10698","B5A-3296-15","INST.MANUAL","40","","BP2-150","40","","2021-03-23","1 "
"10775","B5A-3342-14","INST.MANUAL","999999","","","40","","2021-12-28","  "
"10698","B5A-3343-01","INST.MANUAL","40","","FB-E1-207","40","ptcps01","2020-03-19","1 "
"10698","B5A-3812-20","INST.MANUAL","40","","BP2-114","20","","2023-04-03","1 "
"10698","B5A-3892-00","INST.MANUAL","40","","BP1-018","40","","2022-04-25","1 "
"10698","B5A-4009-00","INST.MANUAL","999999","","","40","","2022-05-13","1 "
"10775","B5A-4043-00","INST.MANUAL","40","","BP2-041","40","","2022-08-10","1 "
"10775","B5A-4046-06","INST.MANUAL","40","","FB-E2-308","40","","2022-11-05","1 "
"10698","B5H-0213-00","CAUTION CARD","40","","FB-R1-046","500","ptcps01","2017-09-07","1 "
"10733","A1A-0188-00","S. CHASSIS ASSY","999999","","","999999","Administrator","2021-06-03","  "
"10733","A1A-0235-00","CHASSIS ASSY","999999","","CM1-161","80","","2024-09-09","1 "
"12607","A1F-0038-02","FRONT FRAME","80","","FB05-095","88","","2023-12-30","1 "
"11855","A2C-0067-05","SUB PANEL","20","","FP1-061","160","marketingtechno","2018-08-14","1 "
"11855","A2C-0115-04","SUB PANEL ASSY","999999","","","30","","2025-07-25","  "
"12607","A4A-0051-00   6","BOTTOM PLATE","80","","FP2-105","80","","2023-12-27","1 "
"11855","A4G-0046-00","REAR COVER     ","20","","FB-Am-139","120","marketingtechno","2017-01-11","1 "
"10733","A4G-0047-00","REAR COVER     ","999999","","B-55      ","150","pthtp","2017-01-06","  "
"10733","A4J-0026-01-TS","SIDE PLATE","999999","","","999999","Administrator","2016-06-27","  "
"10776","A4J-0057-00","SIDE PLATE","999999","","FB-D2-081","40","","2020-08-27","  "
"10776","A4J-0060-10-TS","SIDE PLATE","999999","","","999999","Administrator","2020-10-21","1 "
"10733","A5C-0014-00","TOP PLATE      ","40","","FB-R-26","40","ManualProcedure","2016-06-03","1 "
"12607","A5C-0108-01","TOP PLATE","40","","DM2-056","40","","2023-12-27","1 "
"12607","A6A-0030-10   6","PANEL","120","","FP2-207","120","","2025-12-22","  "
"11855","A6C-0044-0H","PANEL","20","","FB-CM-061","40","marketingtechno","2019-03-04","1 "
"10733","A8A-0006-04","REAR PANEL     ","216","","P1-117","216","ManualProcedure","2016-06-03","1 "
"10733","A8A-0008-1C","REAR PANEL     ","240","",">Q-72     ","240","ManualProcedure","2016-06-03","1 "
"10733","A8A-0028-0L","REAR PANEL","100","","FB-F-024","100","pthtp","2019-01-23","  "
"10733","A8A-0030-05","REAR PANEL     ","48","","FB-B-93","48","ManualProcedure","2016-06-03","1 "
"10733","A8A-0034-04","REAR PANEL     ","210","",">Q-","210","pthtp","2017-03-14","1 "
"10733","A8A-0034-0F-TS","REAR PANEL","999999","","","999999","Administrator","2017-02-06","  "
"10733","A8A-0034-0J-TS","REAR PANEL","999999","","","999999","Administrator","2017-02-06","  "
"10733","A8A-0043-00","REAR PANEL","216","","PB-M-016","240","pthtp","2016-07-29","1 "
"10733","A8A-0057-05","REAR PANEL","264","","PB-Q-049","264","pthtp","2017-04-28","1 "
"10620","B1B-0052-00","REF.SHEET      ","999999","","","999999","ManualProcedure","2016-06-03","1 "
"10703","B1B-0206-01-TS","REF.SHEET","999999","","PP","999999","Administrator","2019-10-09","1 "
"11855","B1K-0047-00","LIGHTING BOARD ","78","","","100","marketingtechno","2017-01-11","  "
"11855","B1K-0175-00","LIGHTING BOARD","80","","JS4-002","999999","Administrator","2020-02-05","1 "
"10620","B4A-0087-00","NAME PLATE     ","999999","","-PRINT","1000","flexi2009","2020-02-24","1 "
"10620","B4A-1466-00-TS","LABEL","999999","","","1000","flexi2009","2020-02-24","1 "
"10620","B4C-0037-00","NAME PLATE     ","999999","","-PRINT","1000","flexi2009","2020-02-24","1 "
"10698","B4G-0005-02","WARRANTY CARD  ","40","","PRINT     ","40","ManualProcedure","2016-06-03","1 "
"10620","B4G-0154-00-TS","ID CARD","999999","","","1000","flexi2009","2020-02-24","1 "
"10698","B5A-0112-01","INST.MANUAL    ","40","","C2-X-067","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0113-11","INST.MANUAL    ","20","","X-022     ","20","ManualProcedure","2016-06-03","1 "
"11786","B5A-0120-01","INST.MANUAL    ","40","","WK-120","40","cinmkt01","2018-07-27","1 "
"10775","B5A-0227-00","INST.MANUAL    ","40","","W-024     ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0341-10","INST.MANUAL    ","40","","FB-R2-077","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0377-04","INST.MANUAL    ","40","","WM-063","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0381-00","INST.MANUAL    ","20","","FB-XM-175","20","ManualProcedure","2016-06-03","1 "
"10775","B5A-0402-00","INST.MANUAL    ","10","","W-128     ","10","ManualProcedure","2016-06-03","1 "
"10698","B5A-0403-00","INST.MANUAL    ","20","","C2-XM-158","20","ManualProcedure","2016-06-03","1 "
"10698","B5A-0729-00","ERRATA SHEET   ","500","","Y-61      ","500","ManualProcedure","2016-06-03","1 "
"10698","B5A-0831-00","INST.MANUAL    ","40","","XK-021","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0856-00","INST.MANUAL    ","40","","XK-108  ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0862-01","INST.MANUAL    ","40","","WM-162    ","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0863-00","INST.MANUAL    ","40","","XM-106 ","40","ManualProcedure","2016-06-03","1 "
"11786","B5A-0896-00","INST.MANUAL    ","40","","FB-R2-119","40","cinmkt01","2017-04-06","1 "
"10698","B5A-1059-06","INST.MANUAL    ","40","","FB-XM-068","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-1337-00","INST.MANUAL","40","","FB-R2-091","40","pdmbl-si","2016-09-28","1 "
"10698","B5A-1341-00","INST.MANUAL","40","","XK-003","40","ptcps01","2016-09-10","1 "
"10698","B5A-1568-01","INST.MANUAL","40","","XM-061","40","ptcps01","2016-11-04","1 "
"10775","B5A-1580-02","INST.MANUAL","40","","WM-030","40","pdmbl-si","2016-09-28","1 "
"10698","B5A-1734-03","INST.MANUAL","40","","FB-XM-206","40","ptcps01","2017-01-20","1 "
"10775","B5A-1749-00","INST.MANUAL","40","","WM-002","40","pdmbl-si","2016-11-28","1 "
"10775","B5A-1996-03","INST.MANUAL","40","","FB-E2-062","40","pdmbl-si","2017-02-02","1 "
"10698","B5A-2102-00","INST.MANUAL","40","","FB-R1-064","40","ptcps01","2017-08-14","1 "
"10775","B5A-2103-03","INST.MANUAL","40","","FB-R2-099","40","pdmbl-si","2017-09-27","1 "
"10698","B5A-2141-21","INST.MANUAL","40","","FB-R1-248","40","","2022-04-21","1 "
"10698","B5A-2145-11","INST.MANUAL","40","","FB-E1-134","40","ptcps01","2017-12-27","1 "
"10698","B5A-2146-08","INST.MANUAL","40","","FB-XM-313","40","ptcps01","2017-11-28","1 "
"10698","B5A-2194-00","INST.MANUAL","40","","XM-242","20","ptcps01","2017-06-04","1 "
"10698","B5A-2612-20","INST.MANUAL","999999","","FB-E1-258","40","","2021-11-12","1 "
"10698","B5A-2614-10","INST.MANUAL","999999","","FB-E1-261","40","","2021-11-12","1 "
"11786","B5A-2617-10","INST.MANUAL","999999","","FB-E2-139","40","cinmkt01","2019-07-29","1 "
"10775","B5A-2889-30","INST.MANUAL","40","","C2-FB07","40","","2024-04-25","1 "
"10775","B5A-3220-11","INST.MANUAL","40","","FB-KL-31","10","","2020-11-04","1 "
"10775","B5A-3269-01","INST.MANUAL","999999","","","40","pdmbl-si","2019-12-17","  "
"10775","B5A-3487-00","INST.MANUAL","200","","BP1-228","200","","2020-11-11","1 "
"10775","B5A-3491-20","INST.MANUAL","200","","BP1-235","200","","2023-07-01","1 "
"10775","B5A-3843-00","INST.MANUAL","999999","","BP1-095","40","","2021-12-22","1 "
"10698","B5A-4053-04","INST.MANUAL","40","","FB-E1-312","40","","2022-11-07","1 "
"10703","A2B-0211-10","DRESSING PLATE","100","","FS-A1-093","999999","Administrator","2020-11-02","1 "
"11855","A2C-0066-00","SUB PANEL","20","","FB-CM-051","40","marketingtechno","2017-10-26","1 "
"11855","A2C-0112-07-TS","SUB PANEL","40","","PP","999999","Administrator","2023-08-03","1 "
"11855","A2C-0117-01-TS","SUB PANEL ASSY","999999","","KIT","60","","2023-06-15","1 "
"12607","A4A-0050-00   6","BOTTOM PLATE","70","","FP2-106","70","","2023-12-27","1 "
"10733","A5C-0135-00-TS","TOP PLATE","999999","","","999999","Administrator","2021-06-23","1 "
"12607","A6A-0029-10+  6","PANEL","999999","","","999999","Administrator","2023-08-31","  "
"10733","A8A-0006-01","REAR PANEL     ","216","","PB-Q-015","216","ManualProcedure","2016-06-03","1 "
"10733","A8A-0024-07","REAR PANEL     ","240","","PB-Q-093","120","pthtp","2017-01-03","1 "
"10733","A8A-0024-0E","REAR PANEL     ","240","",">Q-105    ","120","pthtp","2017-01-03","1 "
"10733","A8A-0028-0J","REAR PANEL","40","","FB-B-209","100","pthtp","2018-03-01","  "
"10733","A8A-0028-0Q-TS","REAR PANEL","999999","","","999999","Administrator","2018-07-25","  "
"10733","A8A-0029-18","REAR PANEL     ","40","","FB-B-136","100","ManualProcedure","2016-06-03","1 "
"10733","A8A-0042-0Q","REAR PANEL","240","","PB-Q-","240","pthtp","2017-01-06","  "
"10733","A8A-0045-03-TS","REAR PANEL","999999","","","999999","Administrator","2016-06-27","  "
"10733","A8A-0057-05-TS","REAR PANEL","999999","","","999999","Administrator","2016-12-19","  "
"10733","A8A-0057-0Q","REAR PANEL","264","","P1-239","264","","2022-08-10","1 "
"10733","A8A-0063-0C","REAR PANEL","999999","","PB-Q-142","240","pthtp","2018-12-15","  "
"10703","B1A-0099-05-TS","FRONT PANEL","999999","","","999999","Administrator","2020-12-15","1 "
"10703","B1B-0086-00","REF.SHEET      ","100","","C2-FS1","999999","chiyoda","2018-09-04","1 "
"10703","B1B-0168-00-TS","OPTI.DIFFUSER","999999","","","999999","Administrator","2018-05-23","  "
"11855","B1K-0115-00","LIGHTING BOARD","40","","EP1-231","800","marketingtechno","2018-11-08","1 "
"11855","B1K-0122-00","LIGHTING BOARD","200","","FB-L2-096","4000","marketingtechno","2019-01-25","1 "
"11855","B1K-0177-00","LIGHTING BOARD","80","","JS4-004","999999","Administrator","2020-02-05","1 "
"10620","B4A-0710-00","NAME PLATE     ","1000","","PRINT","1000","flexi2009","2016-08-02","  "
"10698","B4G-0045-0A","WARRANTY CARD","999999","","PRINT","500","","2021-04-30","1 "
"10698","B4G-0157-00","WARRANTY CARD","500","","PRINT","500","ptcps01","2019-12-18","1 "
"10698","B4G-0189-00","QUESTION CARD","999999","","FS2-191","500","","2024-01-11","1 "
"10698","B5A-0113-01","INST.MANUAL    ","20","","X-293     ","20","ManualProcedure","2016-06-03","1 "
"10775","B5A-0117-00","INST.MANUAL    ","40","","W-015     ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0118-02","INST.MANUAL    ","40","","W-012     ","40","ManualProcedure","2016-06-03","1 "
"11786","B5A-0164-00","INST.MANUAL    ","40","","V-21      ","9999","ManualProcedure","2016-06-03","1 "
"10698","B5A-0216-00","INST.MANUAL    ","40","","X-128     ","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0217-02","INST.MANUAL    ","40","","XM-141","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0293-00","INST.MANUAL    ","40","","W-095     ","40","ManualProcedure","2016-06-03","1 "
"10698","B5A-0403-01","INST.MANUAL    ","40","","C2-XM-159","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-0822-00","INST.MANUAL    ","40","","WK-022   ","40","ManualProcedure","2016-06-03","1 "
"10775","B5A-1052-01","INST.MANUAL    ","40","","WM-077","40","pdmbl-si","2016-06-08","1 "
"10698","B5A-1362-00","INST.MANUAL    ","40","","XM-010","40","ptcps01","2016-06-21","1 "
"10698","B5A-1596-11","INST.MANUAL","40","","XM-188","40","ptcps01","2016-12-30","1 "
"10698","B5A-1734-01","INST.MANUAL","40","","FB-XM-204","40","ptcps01","2017-01-20","1 "
"10698","B5A-1837-01","INST.MANUAL","40","","FB-XM-182","40","ptcps01","2016-12-16","1 "
"10698","B5A-1963-00","I.MANUAL ASSY","40","","FB-XM-120","999999","Administrator","2016-10-17","1 "
"10698","B5A-1982-00","I.MANUAL ASSY","40","","XK-029","500","ptcps01","2016-11-28","1 "
"10698","B5A-2110-01","INST.MANUAL","40","","FB-R1-044","20","ptcps01","2017-09-19","1 "
"10698","B5A-2115-00","INST.MANUAL","40","","FB-R1-108","40","ptcps01","2017-09-25","1 "
"10698","B5A-2144-02","INST.MANUAL","40","","FB-XM-267","40","ptcps01","2017-08-14","1 "
"10698","B5A-2146-03","INST.MANUAL","40","","FB-XM-308","40","ptcps01","2017-11-28","1 "
"10698","B5A-2152-01","INST.MANUAL","40","","XM-294","40","ptcps01","2017-11-28","1 "
"10775","B5A-2298-11","INST.MANUAL","999999","","FB-E2-","40","pdmbl-si","2019-05-28","  "
"10698","B5A-2317-00","INST.MANUAL","40","","FB-XM-288","40","ptcps01","2017-10-17","1 "
"10775","B5A-2483-01","INST.MANUAL","40","","FB-WM-211","40","pdmbl-si","2018-05-30","  "
"10775","B5A-2486-02","INST.MANUAL","40","","FB-E2-084","40","pdmbl-si","2018-03-14","1 "
"10775","B5A-2613-10","INST.MANUAL","40","","FB-E2-009","40","pdmbl-si","2018-08-06","1 "
"10775","B5A-2615-06","INST.MANUAL","40","","FB-E2-168","40","pdmbl-si","2018-08-29","1 "
